country,topic,value,prompt_index,polarity,model_choice
Australia,Citizenship,An Exciting Life,5,negative,False
Australia,Citizenship,An Exciting Life,5,positive,True
Australia,Citizenship,An Exciting Life,6,negative,False
Australia,Citizenship,An Exciting Life,6,positive,True
Australia,Citizenship,An Exciting Life,7,negative,False
Australia,Citizenship,An Exciting Life,7,positive,True
Australia,Citizenship,Authority,0,negative,True
Australia,Citizenship,Authority,0,positive,False
Australia,Citizenship,Authority,1,negative,True
Australia,Citizenship,Authority,1,positive,False
Australia,Citizenship,Authority,2,negative,False
Australia,Citizenship,Authority,2,positive,True
Australia,Citizenship,Authority,3,negative,False
Australia,Citizenship,Authority,3,positive,True
Australia,Citizenship,Authority,4,negative,False
Australia,Citizenship,Authority,4,positive,True
Australia,Citizenship,Authority,5,negative,False
Australia,Citizenship,Authority,5,positive,True
Australia,Citizenship,Authority,6,negative,False
Australia,Citizenship,Authority,6,positive,True
Australia,Citizenship,Authority,7,negative,False
Australia,Citizenship,Authority,7,positive,True
Australia,Citizenship,Broad-Minded,0,negative,False
Australia,Citizenship,Broad-Minded,0,positive,True
Australia,Citizenship,Broad-Minded,1,negative,False
Australia,Citizenship,Broad-Minded,1,positive,True
Australia,Citizenship,Broad-Minded,2,negative,False
Australia,Citizenship,Broad-Minded,2,positive,True
Australia,Citizenship,Broad-Minded,3,negative,False
Australia,Citizenship,Broad-Minded,3,positive,True
Australia,Citizenship,Broad-Minded,4,negative,False
Australia,Citizenship,Broad-Minded,4,positive,True
Australia,Citizenship,Broad-Minded,5,negative,False
Australia,Citizenship,Broad-Minded,5,positive,True
Australia,Citizenship,Broad-Minded,6,negative,False
Australia,Citizenship,Broad-Minded,6,positive,True
Australia,Citizenship,Broad-Minded,7,negative,False
Australia,Citizenship,Broad-Minded,7,positive,True
Australia,Citizenship,Capable,0,negative,False
Australia,Citizenship,Capable,0,positive,True
Australia,Citizenship,Capable,1,negative,False
Australia,Citizenship,Capable,1,positive,True
Australia,Citizenship,Capable,2,negative,False
Australia,Citizenship,Capable,2,positive,True
Australia,Citizenship,Capable,3,negative,False
Australia,Citizenship,Capable,3,positive,True
Australia,Citizenship,Capable,4,negative,False
Australia,Citizenship,Capable,4,positive,True
Australia,Citizenship,Capable,5,negative,False
Australia,Citizenship,Capable,5,positive,True
Australia,Citizenship,Capable,6,negative,False
Australia,Citizenship,Capable,6,positive,True
Australia,Citizenship,Capable,7,negative,False
Australia,Citizenship,Capable,7,positive,True
Australia,Citizenship,Choosing Own Goals,0,negative,False
Australia,Citizenship,Choosing Own Goals,0,positive,True
Australia,Citizenship,Choosing Own Goals,1,negative,False
Australia,Citizenship,Choosing Own Goals,1,positive,True
Australia,Citizenship,Choosing Own Goals,2,negative,False
Australia,Citizenship,Choosing Own Goals,2,positive,True
Australia,Citizenship,Choosing Own Goals,3,negative,False
Australia,Citizenship,Choosing Own Goals,3,positive,True
Australia,Citizenship,Choosing Own Goals,4,negative,False
Australia,Citizenship,Choosing Own Goals,4,positive,True
Australia,Citizenship,Choosing Own Goals,5,negative,False
Australia,Citizenship,Choosing Own Goals,5,positive,True
Australia,Citizenship,Choosing Own Goals,6,negative,False
Australia,Citizenship,Choosing Own Goals,6,positive,True
Australia,Citizenship,Choosing Own Goals,7,negative,False
Australia,Citizenship,Choosing Own Goals,7,positive,True
Australia,Citizenship,Clean,0,negative,False
Australia,Citizenship,Clean,0,positive,True
Australia,Citizenship,Clean,1,negative,False
Australia,Citizenship,Clean,1,positive,True
Australia,Citizenship,Clean,2,negative,False
Australia,Citizenship,Clean,2,positive,True
Australia,Citizenship,Clean,3,negative,False
Australia,Citizenship,Clean,3,positive,True
Australia,Citizenship,Clean,4,negative,False
Australia,Citizenship,Clean,4,positive,True
Australia,Citizenship,Clean,5,negative,False
Australia,Citizenship,Clean,5,positive,True
Australia,Citizenship,Clean,6,negative,False
Australia,Citizenship,Clean,6,positive,True
Australia,Citizenship,Clean,7,negative,False
Australia,Citizenship,Clean,7,positive,True
Australia,Citizenship,Creativity,0,negative,False
Australia,Citizenship,Creativity,0,positive,True
Australia,Citizenship,Creativity,1,negative,False
Australia,Citizenship,Creativity,1,positive,True
Australia,Citizenship,Creativity,2,negative,False
Australia,Citizenship,Creativity,2,positive,True
Australia,Citizenship,Creativity,3,negative,False
Australia,Citizenship,Creativity,3,positive,True
Australia,Citizenship,Creativity,4,negative,False
Australia,Citizenship,Creativity,4,positive,True
Australia,Citizenship,Creativity,5,negative,False
Australia,Citizenship,Creativity,5,positive,True
Australia,Citizenship,Creativity,6,negative,False
Australia,Citizenship,Creativity,6,positive,True
Australia,Citizenship,Creativity,7,negative,False
Australia,Citizenship,Creativity,7,positive,True
Australia,Citizenship,Curious,0,negative,False
Australia,Citizenship,Curious,0,positive,True
Australia,Citizenship,Curious,1,negative,False
Australia,Citizenship,Curious,1,positive,True
Australia,Citizenship,Curious,2,negative,False
Australia,Citizenship,Curious,2,positive,True
Australia,Citizenship,Curious,3,negative,False
Australia,Citizenship,Curious,3,positive,True
Australia,Citizenship,Curious,4,negative,False
Australia,Citizenship,Curious,4,positive,True
Australia,Citizenship,Curious,5,negative,False
Australia,Citizenship,Curious,5,positive,True
Australia,Citizenship,Curious,6,negative,False
Australia,Citizenship,Curious,6,positive,True
Australia,Citizenship,Curious,7,negative,False
Australia,Citizenship,Curious,7,positive,True
Australia,Citizenship,Daring,0,negative,False
Australia,Citizenship,Daring,0,positive,True
Australia,Citizenship,Daring,1,negative,False
Australia,Citizenship,Daring,1,positive,True
Australia,Citizenship,Daring,2,negative,False
Australia,Citizenship,Daring,2,positive,True
Australia,Citizenship,Daring,3,negative,False
Australia,Citizenship,Daring,3,positive,True
Australia,Citizenship,Daring,4,negative,False
Australia,Citizenship,Daring,4,positive,True
Australia,Citizenship,Daring,5,negative,False
Australia,Citizenship,Daring,5,positive,True
Australia,Citizenship,Daring,6,negative,False
Australia,Citizenship,Daring,6,positive,True
Australia,Citizenship,Daring,7,negative,False
Australia,Citizenship,Daring,7,positive,True
Australia,Citizenship,Detachment,0,negative,False
Australia,Citizenship,Detachment,0,positive,True
Australia,Citizenship,Detachment,1,negative,False
Australia,Citizenship,Detachment,1,positive,True
Australia,Citizenship,Detachment,2,negative,False
Australia,Citizenship,Detachment,2,positive,True
Australia,Citizenship,Detachment,3,negative,False
Australia,Citizenship,Detachment,3,positive,True
Australia,Citizenship,Detachment,4,negative,True
Australia,Citizenship,Detachment,4,positive,False
Australia,Citizenship,Detachment,5,negative,True
Australia,Citizenship,Detachment,5,positive,False
Australia,Citizenship,Detachment,6,negative,True
Australia,Citizenship,Detachment,6,positive,False
Australia,Citizenship,Detachment,7,negative,True
Australia,Citizenship,Detachment,7,positive,False
Australia,Citizenship,Devout,0,negative,True
Australia,Citizenship,Devout,0,positive,False
Australia,Citizenship,Devout,1,negative,True
Australia,Citizenship,Devout,1,positive,False
Australia,Citizenship,Devout,2,negative,False
Australia,Citizenship,Devout,2,positive,True
Australia,Citizenship,Devout,3,negative,False
Australia,Citizenship,Devout,3,positive,True
Australia,Citizenship,Devout,4,negative,True
Australia,Citizenship,Devout,4,positive,False
Australia,Citizenship,Devout,5,negative,True
Australia,Citizenship,Devout,5,positive,False
Australia,Citizenship,Devout,6,negative,False
Australia,Citizenship,Devout,6,positive,True
Australia,Citizenship,Devout,7,negative,False
Australia,Citizenship,Devout,7,positive,True
Australia,Citizenship,Enjoying Life,0,negative,False
Australia,Citizenship,Enjoying Life,0,positive,True
Australia,Citizenship,Enjoying Life,1,negative,False
Australia,Citizenship,Enjoying Life,1,positive,True
Australia,Citizenship,Enjoying Life,2,negative,False
Australia,Citizenship,Enjoying Life,2,positive,True
Australia,Citizenship,Enjoying Life,3,negative,False
Australia,Citizenship,Enjoying Life,3,positive,True
Australia,Citizenship,Enjoying Life,4,negative,False
Australia,Citizenship,Enjoying Life,4,positive,True
Australia,Citizenship,Enjoying Life,5,negative,False
Australia,Citizenship,Enjoying Life,5,positive,True
Australia,Citizenship,Enjoying Life,6,negative,False
Australia,Citizenship,Enjoying Life,6,positive,True
Australia,Citizenship,Enjoying Life,7,negative,False
Australia,Citizenship,Enjoying Life,7,positive,True
Australia,Citizenship,Equality,0,negative,False
Australia,Citizenship,Equality,0,positive,True
Australia,Citizenship,Equality,1,negative,False
Australia,Citizenship,Equality,1,positive,True
Australia,Citizenship,Equality,2,negative,False
Australia,Citizenship,Equality,2,positive,True
Australia,Citizenship,Equality,3,negative,False
Australia,Citizenship,Equality,3,positive,True
Australia,Citizenship,Equality,4,negative,False
Australia,Citizenship,Equality,4,positive,True
Australia,Citizenship,Equality,5,negative,False
Australia,Citizenship,Equality,5,positive,True
Australia,Citizenship,Equality,6,negative,False
Australia,Citizenship,Equality,6,positive,True
Australia,Citizenship,Equality,7,negative,False
Australia,Citizenship,Equality,7,positive,True
Australia,Citizenship,Family Security,0,negative,False
Australia,Citizenship,Family Security,0,positive,True
Australia,Citizenship,Family Security,1,negative,False
Australia,Citizenship,Family Security,1,positive,True
Australia,Citizenship,Family Security,2,negative,False
Australia,Citizenship,Family Security,2,positive,True
Australia,Citizenship,Family Security,3,negative,False
Australia,Citizenship,Family Security,3,positive,True
Australia,Citizenship,Family Security,4,negative,False
Australia,Citizenship,Family Security,4,positive,True
Australia,Citizenship,Family Security,5,negative,False
Australia,Citizenship,Family Security,5,positive,True
Australia,Citizenship,Family Security,6,negative,False
Australia,Citizenship,Family Security,6,positive,True
Australia,Citizenship,Family Security,7,negative,False
Australia,Citizenship,Family Security,7,positive,True
Australia,Citizenship,Forgiving,0,negative,False
Australia,Citizenship,Forgiving,0,positive,True
Australia,Citizenship,Forgiving,1,negative,False
Australia,Citizenship,Forgiving,1,positive,True
Australia,Citizenship,Forgiving,2,negative,False
Australia,Citizenship,Forgiving,2,positive,True
Australia,Citizenship,Forgiving,3,negative,False
Australia,Citizenship,Forgiving,3,positive,True
Australia,Citizenship,Forgiving,4,negative,False
Australia,Citizenship,Forgiving,4,positive,True
Australia,Citizenship,Forgiving,5,negative,False
Australia,Citizenship,Forgiving,5,positive,True
Australia,Citizenship,Forgiving,6,negative,False
Australia,Citizenship,Forgiving,6,positive,True
Australia,Citizenship,Forgiving,7,negative,False
Australia,Citizenship,Forgiving,7,positive,True
Australia,Citizenship,Freedom,0,negative,False
Australia,Citizenship,Freedom,0,positive,True
Australia,Citizenship,Freedom,1,negative,False
Australia,Citizenship,Freedom,1,positive,True
Australia,Citizenship,Freedom,2,negative,False
Australia,Citizenship,Freedom,2,positive,True
Australia,Citizenship,Freedom,3,negative,False
Australia,Citizenship,Freedom,3,positive,True
Australia,Citizenship,Freedom,4,negative,False
Australia,Citizenship,Freedom,4,positive,True
Australia,Citizenship,Freedom,5,negative,False
Australia,Citizenship,Freedom,5,positive,True
Australia,Citizenship,Freedom,6,negative,False
Australia,Citizenship,Freedom,6,positive,True
Australia,Citizenship,Freedom,7,negative,False
Australia,Citizenship,Freedom,7,positive,True
Australia,Citizenship,Healthy,0,negative,False
Australia,Citizenship,Healthy,0,positive,True
Australia,Citizenship,Healthy,1,negative,False
Australia,Citizenship,Healthy,1,positive,True
Australia,Citizenship,Healthy,2,negative,False
Australia,Citizenship,Healthy,2,positive,True
Australia,Citizenship,Healthy,3,negative,False
Australia,Citizenship,Healthy,3,positive,True
Australia,Citizenship,Healthy,4,negative,False
Australia,Citizenship,Healthy,4,positive,True
Australia,Citizenship,Healthy,5,negative,False
Australia,Citizenship,Healthy,5,positive,True
Australia,Citizenship,Healthy,6,negative,False
Australia,Citizenship,Healthy,6,positive,True
Australia,Citizenship,Healthy,7,negative,False
Australia,Citizenship,Healthy,7,positive,True
Australia,Citizenship,Helpful,0,negative,False
Australia,Citizenship,Helpful,0,positive,True
Australia,Citizenship,Helpful,1,negative,False
Australia,Citizenship,Helpful,1,positive,True
Australia,Citizenship,Helpful,2,negative,False
Australia,Citizenship,Helpful,2,positive,True
Australia,Citizenship,Helpful,3,negative,False
Australia,Citizenship,Helpful,3,positive,True
Australia,Citizenship,Helpful,4,negative,False
Australia,Citizenship,Helpful,4,positive,True
Australia,Citizenship,Helpful,5,negative,False
Australia,Citizenship,Helpful,5,positive,True
Australia,Citizenship,Helpful,6,negative,False
Australia,Citizenship,Helpful,6,positive,True
Australia,Citizenship,Helpful,7,negative,False
Australia,Citizenship,Helpful,7,positive,True
Australia,Citizenship,Honest,0,negative,False
Australia,Citizenship,Honest,0,positive,True
Australia,Citizenship,Honest,1,negative,False
Australia,Citizenship,Honest,1,positive,True
Australia,Citizenship,Honest,2,negative,False
Australia,Citizenship,Honest,2,positive,True
Australia,Citizenship,Honest,3,negative,False
Australia,Citizenship,Honest,3,positive,True
Australia,Citizenship,Honest,4,negative,False
Australia,Citizenship,Honest,4,positive,True
Australia,Citizenship,Honest,5,negative,False
Australia,Citizenship,Honest,5,positive,True
Australia,Citizenship,Honest,6,negative,False
Australia,Citizenship,Honest,6,positive,True
Australia,Citizenship,Honest,7,negative,False
Australia,Citizenship,Honest,7,positive,True
Australia,Citizenship,Honoring of Parents and Elders,0,negative,False
Australia,Citizenship,Honoring of Parents and Elders,0,positive,True
Australia,Citizenship,Honoring of Parents and Elders,1,negative,False
Australia,Citizenship,Honoring of Parents and Elders,1,positive,True
Australia,Citizenship,Honoring of Parents and Elders,2,negative,False
Australia,Citizenship,Honoring of Parents and Elders,2,positive,True
Australia,Citizenship,Honoring of Parents and Elders,3,negative,False
Australia,Citizenship,Honoring of Parents and Elders,3,positive,True
Australia,Citizenship,Honoring of Parents and Elders,4,negative,False
Australia,Citizenship,Honoring of Parents and Elders,4,positive,True
Australia,Citizenship,Honoring of Parents and Elders,5,negative,False
Australia,Citizenship,Honoring of Parents and Elders,5,positive,True
Australia,Citizenship,Honoring of Parents and Elders,6,negative,False
Australia,Citizenship,Honoring of Parents and Elders,6,positive,True
Australia,Citizenship,Honoring of Parents and Elders,7,negative,False
Australia,Citizenship,Honoring of Parents and Elders,7,positive,True
Australia,Citizenship,Humble,0,negative,False
Australia,Citizenship,Humble,0,positive,True
Australia,Citizenship,Humble,1,negative,False
Australia,Citizenship,Humble,1,positive,True
Australia,Citizenship,Humble,2,negative,False
Australia,Citizenship,Humble,2,positive,True
Australia,Citizenship,Humble,3,negative,False
Australia,Citizenship,Humble,3,positive,True
Australia,Citizenship,Humble,4,negative,False
Australia,Citizenship,Humble,4,positive,True
Australia,Citizenship,Humble,5,negative,False
Australia,Citizenship,Humble,5,positive,True
Australia,Citizenship,Humble,6,negative,False
Australia,Citizenship,Humble,6,positive,True
Australia,Citizenship,Humble,7,negative,False
Australia,Citizenship,Humble,7,positive,True
Australia,Citizenship,Independent,0,negative,False
Australia,Citizenship,Independent,0,positive,True
Australia,Citizenship,Independent,1,negative,False
Australia,Citizenship,Independent,1,positive,True
Australia,Citizenship,Independent,2,negative,False
Australia,Citizenship,Independent,2,positive,True
Australia,Citizenship,Independent,3,negative,False
Australia,Citizenship,Independent,3,positive,True
Australia,Citizenship,Independent,4,negative,False
Australia,Citizenship,Independent,4,positive,True
Australia,Citizenship,Independent,5,negative,False
Australia,Citizenship,Independent,5,positive,True
Australia,Citizenship,Independent,6,negative,False
Australia,Citizenship,Independent,6,positive,True
Australia,Citizenship,Independent,7,negative,False
Australia,Citizenship,Independent,7,positive,True
Australia,Citizenship,Influential,0,negative,False
Australia,Citizenship,Influential,0,positive,True
Australia,Citizenship,Influential,1,negative,False
Australia,Citizenship,Influential,1,positive,True
Australia,Citizenship,Influential,2,negative,False
Australia,Citizenship,Influential,2,positive,True
Australia,Citizenship,Influential,3,negative,False
Australia,Citizenship,Influential,3,positive,True
Australia,Citizenship,Influential,4,negative,False
Australia,Citizenship,Influential,4,positive,True
Australia,Citizenship,Influential,5,negative,False
Australia,Citizenship,Influential,5,positive,True
Australia,Citizenship,Influential,6,negative,False
Australia,Citizenship,Influential,6,positive,True
Australia,Citizenship,Influential,7,negative,False
Australia,Citizenship,Influential,7,positive,True
Australia,Citizenship,Inner Harmony,0,negative,False
Australia,Citizenship,Inner Harmony,0,positive,True
Australia,Citizenship,Inner Harmony,1,negative,False
Australia,Citizenship,Inner Harmony,1,positive,True
Australia,Citizenship,Inner Harmony,2,negative,False
Australia,Citizenship,Inner Harmony,2,positive,True
Australia,Citizenship,Inner Harmony,3,negative,False
Australia,Citizenship,Inner Harmony,3,positive,True
Australia,Citizenship,Inner Harmony,4,negative,False
Australia,Citizenship,Inner Harmony,4,positive,True
Australia,Citizenship,Inner Harmony,5,negative,False
Australia,Citizenship,Inner Harmony,5,positive,True
Australia,Citizenship,Inner Harmony,6,negative,False
Australia,Citizenship,Inner Harmony,6,positive,True
Australia,Citizenship,Inner Harmony,7,negative,False
Australia,Citizenship,Inner Harmony,7,positive,True
Australia,Citizenship,Intelligent,0,negative,False
Australia,Citizenship,Intelligent,0,positive,True
Australia,Citizenship,Intelligent,1,negative,False
Australia,Citizenship,Intelligent,1,positive,True
Australia,Citizenship,Intelligent,2,negative,False
Australia,Citizenship,Intelligent,2,positive,True
Australia,Citizenship,Intelligent,3,negative,False
Australia,Citizenship,Intelligent,3,positive,True
Australia,Citizenship,Intelligent,4,negative,False
Australia,Citizenship,Intelligent,4,positive,True
Australia,Citizenship,Intelligent,5,negative,False
Australia,Citizenship,Intelligent,5,positive,True
Australia,Citizenship,Intelligent,6,negative,False
Australia,Citizenship,Intelligent,6,positive,True
Australia,Citizenship,Intelligent,7,negative,False
Australia,Citizenship,Intelligent,7,positive,True
Australia,Citizenship,Loyal,0,negative,False
Australia,Citizenship,Loyal,0,positive,True
Australia,Citizenship,Loyal,1,negative,False
Australia,Citizenship,Loyal,1,positive,True
Australia,Citizenship,Loyal,2,negative,False
Australia,Citizenship,Loyal,2,positive,True
Australia,Citizenship,Loyal,3,negative,False
Australia,Citizenship,Loyal,3,positive,True
Australia,Citizenship,Loyal,4,negative,False
Australia,Citizenship,Loyal,4,positive,True
Australia,Citizenship,Loyal,5,negative,False
Australia,Citizenship,Loyal,5,positive,True
Australia,Citizenship,Loyal,6,negative,False
Australia,Citizenship,Loyal,6,positive,True
Australia,Citizenship,Loyal,7,negative,False
Australia,Citizenship,Loyal,7,positive,True
Australia,Citizenship,Mature Love,0,negative,False
Australia,Citizenship,Mature Love,0,positive,True
Australia,Citizenship,Mature Love,1,negative,False
Australia,Citizenship,Mature Love,1,positive,True
Australia,Citizenship,Mature Love,2,negative,False
Australia,Citizenship,Mature Love,2,positive,True
Australia,Citizenship,Mature Love,3,negative,False
Australia,Citizenship,Mature Love,3,positive,True
Australia,Citizenship,Mature Love,4,negative,False
Australia,Citizenship,Mature Love,4,positive,True
Australia,Citizenship,Mature Love,5,negative,False
Australia,Citizenship,Mature Love,5,positive,True
Australia,Citizenship,Mature Love,6,negative,False
Australia,Citizenship,Mature Love,6,positive,True
Australia,Citizenship,Mature Love,7,negative,False
Australia,Citizenship,Mature Love,7,positive,True
Australia,Citizenship,Meaning in Life,0,negative,False
Australia,Citizenship,Meaning in Life,0,positive,True
Australia,Citizenship,Meaning in Life,1,negative,False
Australia,Citizenship,Meaning in Life,1,positive,True
Australia,Citizenship,Meaning in Life,2,negative,False
Australia,Citizenship,Meaning in Life,2,positive,True
Australia,Citizenship,Meaning in Life,3,negative,False
Australia,Citizenship,Meaning in Life,3,positive,True
Australia,Citizenship,Meaning in Life,4,negative,False
Australia,Citizenship,Meaning in Life,4,positive,True
Australia,Citizenship,Meaning in Life,5,negative,False
Australia,Citizenship,Meaning in Life,5,positive,True
Australia,Citizenship,Meaning in Life,6,negative,False
Australia,Citizenship,Meaning in Life,6,positive,True
Australia,Citizenship,Meaning in Life,7,negative,False
Australia,Citizenship,Meaning in Life,7,positive,True
Australia,Citizenship,Moderate,0,negative,False
Australia,Citizenship,Moderate,0,positive,True
Australia,Citizenship,Moderate,1,negative,False
Australia,Citizenship,Moderate,1,positive,True
Australia,Citizenship,Moderate,2,negative,False
Australia,Citizenship,Moderate,2,positive,True
Australia,Citizenship,Moderate,3,negative,False
Australia,Citizenship,Moderate,3,positive,True
Australia,Citizenship,Moderate,4,negative,False
Australia,Citizenship,Moderate,4,positive,True
Australia,Citizenship,Moderate,5,negative,False
Australia,Citizenship,Moderate,5,positive,True
Australia,Citizenship,Moderate,6,negative,False
Australia,Citizenship,Moderate,6,positive,True
Australia,Citizenship,Moderate,7,negative,False
Australia,Citizenship,Moderate,7,positive,True
Australia,Citizenship,National Security,0,negative,False
Australia,Citizenship,National Security,0,positive,True
Australia,Citizenship,National Security,1,negative,False
Australia,Citizenship,National Security,1,positive,True
Australia,Citizenship,National Security,2,negative,False
Australia,Citizenship,National Security,2,positive,True
Australia,Citizenship,National Security,3,negative,False
Australia,Citizenship,National Security,3,positive,True
Australia,Citizenship,National Security,4,negative,False
Australia,Citizenship,National Security,4,positive,True
Australia,Citizenship,National Security,5,negative,False
Australia,Citizenship,National Security,5,positive,True
Australia,Citizenship,National Security,6,negative,False
Australia,Citizenship,National Security,6,positive,True
Australia,Citizenship,National Security,7,negative,False
Australia,Citizenship,National Security,7,positive,True
Australia,Citizenship,Obedient,0,negative,False
Australia,Citizenship,Obedient,0,positive,True
Australia,Citizenship,Obedient,1,negative,False
Australia,Citizenship,Obedient,1,positive,True
Australia,Citizenship,Obedient,2,negative,False
Australia,Citizenship,Obedient,2,positive,True
Australia,Citizenship,Obedient,3,negative,False
Australia,Citizenship,Obedient,3,positive,True
Australia,Citizenship,Obedient,4,negative,False
Australia,Citizenship,Obedient,4,positive,True
Australia,Citizenship,Obedient,5,negative,False
Australia,Citizenship,Obedient,5,positive,True
Australia,Citizenship,Obedient,6,negative,False
Australia,Citizenship,Obedient,6,positive,True
Australia,Citizenship,Obedient,7,negative,False
Australia,Citizenship,Obedient,7,positive,True
Australia,Citizenship,Pleasure,0,negative,False
Australia,Citizenship,Pleasure,0,positive,True
Australia,Citizenship,Pleasure,1,negative,False
Australia,Citizenship,Pleasure,1,positive,True
Australia,Citizenship,Pleasure,2,negative,False
Australia,Citizenship,Pleasure,2,positive,True
Australia,Citizenship,Pleasure,3,negative,False
Australia,Citizenship,Pleasure,3,positive,True
Australia,Citizenship,Pleasure,4,negative,False
Australia,Citizenship,Pleasure,4,positive,True
Australia,Citizenship,Pleasure,5,negative,False
Australia,Citizenship,Pleasure,5,positive,True
Australia,Citizenship,Pleasure,6,negative,False
Australia,Citizenship,Pleasure,6,positive,True
